Time, setTemp,  TempRilevata, Switch 
2016/12/01 20:05:40, 15, 20.0, 10
2016/12/01 20:10:40, 15, 20.0, 10
2016/12/01 21:08:24, 15, 20.0, 10
2016/12/01 22:25:33, 15, 20.0, 10
2016/12/01 22:54:55, 15, 20.0, 10
2016/12/01 23:00:00, 19.5, 20.0, 10
2016/12/01 23:05:05, 19.5, 20.0, 10
2016/12/01 23:10:05, 15, 20.0, 10
2016/12/01 23:15:05, 15, 20.0, 10
2016/12/01 23:20:10, 15, 20.0, 10
2016/12/02 19:43:54, 15, 20.0, 10
2016/12/02 19:52:03, 15, 20.0, 10
2016/12/02 19:57:03, 15, 20.0, 10
2016/12/02 20:02:03, 15, 20.0, 10
2016/12/02 20:07:08, 15, 20.0, 10
2016/12/02 20:24:06, 22.5, 20.0, 12
2016/12/02 20:29:06, 22.5, 20.0, 12
2016/12/02 20:34:06, 19.0, 20.0, 10
2016/12/02 20:40:27, 19.0, 20.0, 10
2016/12/02 20:45:32, 19.0, 20.0, 10
2016/12/02 20:59:19, 19.0, 20.0, 10
2016/12/02 21:04:19, 21.5, 20.0, 12
2016/12/02 21:09:19, 21.5, 20.0, 12
2016/12/02 21:44:36, 21.5, 20.0, 12
2016/12/02 21:49:36, 21.5, 20.0, 12
2016/12/02 21:54:36, 21.5, 20.0, 12
2016/12/02 21:59:41, 21.5, 20.0, 12
2016/12/02 22:09:24, 21.5, 20.0, 12
2016/12/03 08:56:45, 21.5, 20.0, 12
2016/12/03 09:31:04, 19.0, 20.0, 10
2016/12/03 13:05:36, 19.5, 20.0, 10
2016/12/03 13:10:36, 19.5, 20.0, 10
2016/12/03 13:15:36, 19.5, 20.0, 10
2016/12/03 13:20:36, 19.5, 20.0, 10
2016/12/03 13:25:36, 19.5, 20.0, 10
2016/12/03 13:30:36, 19.5, 20.0, 10
2016/12/03 13:35:36, 19.5, 20.0, 10
2016/12/03 13:40:41, 19.5, 20.0, 10
2016/12/03 13:45:41, 19.5, 20.0, 10
2016/12/03 13:50:41, 19.5, 20.0, 10
2016/12/03 14:55:41, 19.5, 20.0, 10
2016/12/03 15:00:41, 21.0, 20.0, 12
2016/12/03 15:05:42, 15, 20.0, 10
2016/12/03 15:10:42, 15, 20.0, 10
2016/12/03 15:15:42, 15, 20.0, 10
2016/12/03 15:20:42, 15, 20.0, 10
2016/12/03 15:25:42, 15, 20.0, 10
2016/12/03 15:30:42, 15, 20.0, 10
2016/12/03 15:35:42, 15, 20.0, 10
2016/12/03 15:40:47, 15, 20.0, 10
2016/12/03 15:45:47, 15, 20.0, 10
2016/12/03 15:50:52, 15, 20.0, 10
2016/12/03 15:55:52, 15, 20.0, 10
2016/12/03 16:00:52, 15, 20.0, 10
2016/12/03 16:05:52, 15, 20.0, 10
2016/12/03 16:17:42, 18.0, 20.0, 10
2016/12/03 16:22:43, 18.0, 20.0, 10
2016/12/03 16:40:42, 18.0, 20.0, 10
2016/12/03 16:45:42, 18.0, 20.0, 10
2016/12/03 16:50:43, 18.0, 20.0, 10
2016/12/03 16:55:43, 18.0, 20.0, 10
2016/12/03 17:00:43, 18.0, 20.0, 10
2016/12/03 17:05:43, 18.0, 20.0, 10
2016/12/03 17:10:48, 18.0, 20.0, 10
2016/12/03 17:15:53, 18.0, 20.0, 10
2016/12/03 17:20:53, 18.0, 20.0, 10
2016/12/03 17:25:53, 18.0, 20.0, 10
2016/12/03 17:30:53, 21.0, 20.0, 12
2016/12/03 17:35:53, 21.0, 20.0, 12
2016/12/03 17:40:53, 21.0, 20.0, 12
2016/12/03 17:45:53, 21.0, 20.0, 12
2016/12/03 17:50:58, 21.0, 20.0, 12
2016/12/03 17:56:03, 21.0, 20.0, 12
2016/12/03 18:01:03, 21.0, 20.0, 12
2016/12/03 18:06:08, 21.0, 20.0, 12
2016/12/03 18:11:13, 21.0, 20.0, 12
2016/12/03 18:16:13, 21.0, 20.0, 12
2016/12/03 18:21:13, 21.0, 20.0, 12
2016/12/03 18:26:18, 21.0, 20.0, 12
2016/12/03 18:31:18, 21.0, 20.0, 12
2016/12/03 18:36:18, 21.0, 20.0, 12
2016/12/03 18:41:18, 21.0, 20.0, 12
2016/12/03 18:46:23, 21.0, 20.0, 12
2016/12/03 18:51:28, 21.0, 20.0, 12
2016/12/03 18:56:28, 21.0, 20.0, 12
2016/12/03 19:01:28, 21.0, 20.0, 12
2016/12/03 19:06:33, 21.0, 20.0, 12
2016/12/03 19:11:33, 21.0, 20.0, 12
2016/12/03 19:16:33, 21.0, 20.0, 12
2016/12/03 19:21:33, 21.0, 20.0, 12
2016/12/03 19:26:38, 21.0, 20.0, 12
2016/12/03 19:31:38, 21.0, 20.0, 12
2016/12/03 19:36:38, 21.0, 20.0, 12
2016/12/03 19:41:38, 21.0, 20.0, 12
2016/12/03 19:46:38, 21.0, 20.0, 12
2016/12/03 19:51:43, 21.0, 20.0, 12
2016/12/03 19:56:43, 21.0, 20.0, 12
2016/12/03 20:01:43, 21.0, 20.0, 12
2016/12/03 20:06:48, 21.0, 20.0, 12
2016/12/03 20:11:48, 21.0, 20.0, 12
2016/12/03 20:16:48, 21.0, 20.0, 12
2016/12/03 20:21:48, 21.0, 20.0, 12
2016/12/03 20:26:49, 21.0, 20.0, 12
2016/12/03 20:31:49, 21.0, 20.0, 12
2016/12/03 20:36:49, 21.0, 20.0, 12
2016/12/03 20:41:49, 21.0, 20.0, 12
2016/12/03 20:46:49, 21.0, 20.0, 12
2016/12/03 20:51:49, 21.0, 20.0, 12
2016/12/03 20:56:49, 21.0, 20.0, 12
2016/12/03 21:01:49, 21.0, 20.0, 12
2016/12/03 21:06:54, 21.0, 20.0, 12
2016/12/03 21:11:54, 21.0, 20.0, 12
2016/12/03 21:16:54, 21.0, 20.0, 12
2016/12/03 21:21:54, 21.0, 20.0, 12
2016/12/03 21:26:54, 21.0, 20.0, 12
2016/12/03 21:31:54, 21.0, 20.0, 12
2016/12/03 21:36:59, 21.0, 20.0, 12
2016/12/03 21:41:59, 21.0, 20.0, 12
2016/12/03 21:46:59, 21.0, 20.0, 12
2016/12/03 21:51:59, 21.0, 20.0, 12
2016/12/03 21:56:59, 21.0, 20.0, 12
2016/12/03 22:01:59, 21.0, 20.0, 12
2016/12/03 22:06:59, 21.0, 20.0, 12
2016/12/03 22:11:59, 21.0, 20.0, 12
2016/12/03 22:16:59, 21.0, 20.0, 12
2016/12/03 22:21:59, 21.0, 20.0, 12
2016/12/03 22:26:59, 21.0, 20.0, 12
2016/12/03 22:32:04, 21.0, 20.0, 12
2016/12/03 22:37:04, 21.0, 20.0, 12
2016/12/03 22:42:04, 21.0, 20.0, 12
2016/12/03 22:47:04, 21.0, 20.0, 12
2016/12/03 22:52:05, 21.0, 20.0, 12
2016/12/03 22:57:05, 21.0, 20.0, 12
2016/12/03 23:02:05, 21.0, 20.0, 12
2016/12/03 23:07:10, 21.0, 20.0, 12
2016/12/03 23:12:15, 21.0, 20.0, 12
2016/12/03 23:17:15, 21.0, 20.0, 12
2016/12/03 23:22:15, 21.0, 20.0, 12
2016/12/03 23:27:15, 21.0, 20.0, 12
2016/12/03 23:32:20, 21.0, 20.0, 12
2016/12/03 23:37:20, 21.0, 20.0, 12
2016/12/03 23:42:20, 21.0, 20.0, 12
2016/12/03 23:47:20, 21.0, 20.0, 12
2016/12/03 23:52:20, 21.0, 20.0, 12
2016/12/03 23:57:20, 21.0, 20.0, 12
2016/12/04 00:02:20, 21.0, 20.0, 12
2016/12/04 00:07:25, 21.0, 20.0, 12
2016/12/04 00:12:30, 21.0, 20.0, 12
2016/12/04 00:17:35, 21.0, 20.0, 12
2016/12/04 00:22:35, 21.0, 20.0, 12
2016/12/04 00:27:35, 21.0, 20.0, 12
2016/12/04 00:32:35, 21.0, 20.0, 12
2016/12/04 00:37:40, 21.0, 20.0, 12
2016/12/04 00:42:45, 21.0, 20.0, 12
2016/12/04 00:47:45, 21.0, 20.0, 12
2016/12/04 00:52:45, 21.0, 20.0, 12
2016/12/04 00:57:45, 21.0, 20.0, 12
2016/12/04 01:02:50, 21.0, 20.0, 12
2016/12/04 01:07:55, 21.0, 20.0, 12
2016/12/04 01:12:55, 21.0, 20.0, 12
2016/12/04 01:17:55, 21.0, 20.0, 12
2016/12/04 01:22:55, 21.0, 20.0, 12
2016/12/04 01:27:55, 21.0, 20.0, 12
2016/12/04 01:32:55, 21.0, 20.0, 12
2016/12/04 01:37:55, 21.0, 20.0, 12
2016/12/04 01:42:55, 21.0, 20.0, 12
2016/12/04 01:48:00, 21.0, 20.0, 12
2016/12/04 01:53:00, 21.0, 20.0, 12
2016/12/04 01:58:00, 21.0, 20.0, 12
2016/12/04 02:03:05, 21.0, 20.0, 12
2016/12/04 02:08:05, 21.0, 20.0, 12
2016/12/04 02:13:05, 21.0, 20.0, 12
2016/12/04 02:18:05, 21.0, 20.0, 12
2016/12/04 02:23:05, 21.0, 20.0, 12
2016/12/04 02:28:10, 21.0, 20.0, 12
2016/12/04 02:33:10, 21.0, 20.0, 12
2016/12/04 02:38:15, 21.0, 20.0, 12
2016/12/04 02:43:15, 21.0, 20.0, 12
2016/12/04 02:48:15, 21.0, 20.0, 12
2016/12/04 02:53:15, 21.0, 20.0, 12
2016/12/04 02:58:15, 21.0, 20.0, 12
2016/12/04 03:03:15, 21.0, 20.0, 12
2016/12/04 03:08:20, 21.0, 20.0, 12
2016/12/04 03:13:20, 21.0, 20.0, 12
2016/12/04 03:18:20, 21.0, 20.0, 12
2016/12/04 03:23:20, 21.0, 20.0, 12
2016/12/04 03:28:20, 21.0, 20.0, 12
2016/12/04 03:33:20, 21.0, 20.0, 12
2016/12/04 03:38:20, 21.0, 20.0, 12
2016/12/04 03:43:20, 21.0, 20.0, 12
2016/12/04 03:48:25, 21.0, 20.0, 12
2016/12/04 03:53:26, 21.0, 20.0, 12
2016/12/04 03:58:26, 21.0, 20.0, 12
2016/12/04 04:03:26, 21.0, 20.0, 12
2016/12/04 04:08:26, 21.0, 20.0, 12
2016/12/04 04:13:26, 21.0, 20.0, 12
2016/12/04 04:18:26, 21.0, 20.0, 12
2016/12/04 04:23:31, 21.0, 20.0, 12
2016/12/04 04:28:31, 21.0, 20.0, 12
2016/12/04 04:33:31, 21.0, 20.0, 12
2016/12/04 04:38:31, 21.0, 20.0, 12
2016/12/04 04:43:31, 21.0, 20.0, 12
2016/12/04 04:48:31, 21.0, 20.0, 12
2016/12/04 04:53:31, 21.0, 20.0, 12
2016/12/04 04:58:31, 21.0, 20.0, 12
2016/12/04 05:03:31, 21.0, 20.0, 12
2016/12/04 05:08:31, 21.0, 20.0, 12
2016/12/04 05:13:31, 21.0, 20.0, 12
2016/12/04 05:18:31, 21.0, 20.0, 12
2016/12/04 05:23:31, 21.0, 20.0, 12
2016/12/04 05:28:31, 21.0, 20.0, 12
2016/12/04 05:33:31, 21.0, 20.0, 12
2016/12/04 05:38:36, 21.0, 20.0, 12
2016/12/04 05:43:36, 21.0, 20.0, 12
2016/12/04 05:48:41, 21.0, 20.0, 12
2016/12/04 05:53:41, 21.0, 20.0, 12
2016/12/04 05:58:41, 21.0, 20.0, 12
2016/12/04 06:03:41, 21.0, 20.0, 12
2016/12/04 06:08:41, 21.0, 20.0, 12
2016/12/04 06:13:41, 21.0, 20.0, 12
2016/12/04 06:18:41, 21.0, 20.0, 12
2016/12/04 06:23:41, 21.0, 20.0, 12
2016/12/04 06:28:41, 21.0, 20.0, 12
2016/12/04 06:33:46, 21.0, 20.0, 12
2016/12/04 06:38:46, 21.0, 20.0, 12
2016/12/04 06:43:46, 21.0, 20.0, 12
2016/12/04 06:48:47, 21.0, 20.0, 12
2016/12/04 06:53:51, 21.0, 20.0, 12
2016/12/04 06:58:56, 21.0, 20.0, 12
2016/12/04 07:03:57, 21.0, 20.0, 12
2016/12/04 07:08:57, 21.0, 20.0, 12
2016/12/04 07:13:57, 21.0, 20.0, 12
2016/12/04 07:18:57, 21.0, 20.0, 12
2016/12/04 07:23:57, 21.0, 20.0, 12
2016/12/04 07:28:57, 21.0, 20.0, 12
2016/12/04 07:34:02, 21.0, 20.0, 12
2016/12/04 07:39:02, 21.0, 20.0, 12
2016/12/04 07:44:02, 21.0, 20.0, 12
2016/12/04 07:49:07, 21.0, 20.0, 12
2016/12/04 07:54:12, 21.0, 20.0, 12
2016/12/04 07:59:12, 21.0, 20.0, 12
2016/12/04 08:04:12, 21.0, 20.0, 12
2016/12/04 08:09:12, 21.0, 20.0, 12
2016/12/04 08:14:12, 21.0, 20.0, 12
2016/12/04 08:19:12, 21.0, 20.0, 12
2016/12/04 08:24:12, 21.0, 20.0, 12
2016/12/04 08:29:17, 21.0, 20.0, 12
2016/12/04 08:34:17, 21.0, 20.0, 12
2016/12/04 08:39:17, 21.0, 20.0, 12
2016/12/04 08:44:17, 21.0, 20.0, 12
2016/12/04 08:49:17, 21.0, 20.0, 12
2016/12/04 08:54:22, 21.0, 20.0, 12
2016/12/04 08:59:22, 21.0, 20.0, 12
2016/12/04 09:04:27, 21.0, 20.0, 12
2016/12/04 09:09:32, 21.0, 20.0, 12
2016/12/04 09:14:32, 21.0, 20.0, 12
2016/12/04 09:19:37, 21.0, 20.0, 12
2016/12/04 09:24:42, 21.0, 20.0, 12
2016/12/04 09:29:47, 21.0, 20.0, 12
2016/12/04 09:34:47, 21.0, 20.0, 12
2016/12/04 09:39:52, 21.0, 20.0, 12
2016/12/04 09:44:57, 21.0, 20.0, 12
2016/12/04 09:50:02, 21.0, 20.0, 12
2016/12/04 09:55:07, 21.0, 20.0, 12
2016/12/04 10:00:07, 21.0, 20.0, 12
2016/12/04 10:05:07, 21.0, 20.0, 12
2016/12/04 10:10:07, 21.0, 20.0, 12
2016/12/04 10:15:07, 21.0, 20.0, 12
2016/12/04 10:20:07, 21.0, 20.0, 12
2016/12/04 10:25:07, 21.0, 20.0, 12
2016/12/04 10:30:07, 21.0, 20.0, 12
2016/12/04 10:35:12, 21.0, 20.0, 12
2016/12/04 10:40:17, 21.0, 20.0, 12
2016/12/04 10:45:22, 21.0, 20.0, 12
2016/12/04 10:50:27, 21.0, 20.0, 12
2016/12/04 10:55:27, 21.0, 20.0, 12
2016/12/04 11:00:32, 21.0, 20.0, 12
2016/12/04 11:05:32, 21.0, 20.0, 12
2016/12/04 11:10:32, 21.0, 20.0, 12
2016/12/04 11:15:32, 21.0, 20.0, 12
2016/12/04 11:20:32, 21.0, 20.0, 12
2016/12/04 11:25:37, 21.0, 20.0, 12
2016/12/04 11:30:42, 21.0, 20.0, 12
2016/12/04 11:52:27, 21.0, 20.0, 12
2016/12/04 11:57:27, 21.0, 20.0, 12
2016/12/04 12:02:32, 21.0, 20.0, 12
2016/12/04 12:37:02, 21.0, 20.0, 12
2016/12/04 12:48:10, 21.0, 20.0, 12
2016/12/04 12:53:10, 21.0, 20.0, 12
2016/12/04 12:58:10, 21.0, 20.0, 12
2016/12/04 13:03:10, 21.0, 20.0, 12
2016/12/04 13:08:10, 21.0, 20.0, 12
2016/12/04 13:13:10, 21.0, 20.0, 12
2016/12/04 13:18:10, 21.0, 20.0, 12
2016/12/04 13:23:10, 21.0, 20.0, 12
2016/12/04 13:28:15, 21.0, 20.0, 12
2016/12/04 13:33:20, 21.0, 20.0, 12
2016/12/04 13:38:20, 21.0, 20.0, 12
2016/12/04 13:43:20, 21.0, 20.0, 12
2016/12/04 13:48:25, 21.0, 20.0, 12
2016/12/04 13:53:25, 21.0, 20.0, 12
2016/12/04 13:58:25, 21.0, 20.0, 12
2016/12/04 14:03:25, 21.0, 20.0, 12
2016/12/04 14:08:25, 21.0, 20.0, 12
2016/12/04 14:13:25, 21.0, 20.0, 12
2016/12/04 14:18:25, 21.0, 20.0, 12
2016/12/04 14:23:25, 21.0, 20.0, 12
2016/12/04 14:28:25, 21.0, 20.0, 12
2016/12/04 14:33:30, 21.0, 20.0, 12
2016/12/04 14:38:30, 21.0, 20.0, 12
2016/12/04 14:43:30, 21.0, 20.0, 12
2016/12/04 14:48:30, 21.0, 20.0, 12
2016/12/04 14:53:30, 21.0, 20.0, 12
2016/12/04 14:58:35, 21.0, 20.0, 12
2016/12/04 15:03:35, 21.0, 20.0, 12
2016/12/04 15:14:47, 21.0, 20.0, 12
2016/12/04 15:19:47, 21.0, 20.0, 12
2016/12/04 15:29:28, 21.0, 20.0, 12
2016/12/04 15:36:38, 18.5, 20.0, 10
2016/12/04 15:41:38, 21.0, 20.0, 12
2016/12/04 15:47:51, 21.0, 20.0, 12
2016/12/04 15:52:51, 21.0, 20.0, 12
2016/12/04 15:57:51, 21.0, 20.0, 12
2016/12/04 16:02:51, 21.0, 20.0, 12
2016/12/04 16:07:51, 21.0, 20.0, 12
2016/12/04 16:12:51, 21.0, 20.0, 12
2016/12/04 16:17:51, 21.0, 20.0, 12
2016/12/04 16:22:56, 21.0, 20.0, 12
2016/12/04 16:27:56, 21.0, 20.0, 12
2016/12/04 16:33:01, 21.0, 20.0, 12
2016/12/04 16:38:06, 21.0, 20.0, 12
2016/12/04 16:43:06, 21.0, 20.0, 12
2016/12/04 16:48:06, 21.0, 20.0, 12
2016/12/04 16:53:06, 21.0, 20.0, 12
2016/12/04 16:58:06, 21.0, 20.0, 12
2016/12/04 17:03:11, 21.0, 20.0, 12
2016/12/04 17:08:11, 21.0, 20.0, 12
2016/12/04 17:13:11, 21.0, 20.0, 12
2016/12/04 17:18:11, 21.0, 20.0, 12
2016/12/04 17:23:11, 21.0, 20.0, 12
2016/12/04 17:28:11, 21.0, 20.0, 12
2016/12/04 17:33:11, 21.0, 20.0, 12
2016/12/04 17:38:11, 21.0, 20.0, 12
2016/12/04 17:43:11, 21.0, 20.0, 12
2016/12/04 17:48:11, 21.0, 20.0, 12
2016/12/04 17:53:11, 21.0, 20.0, 12
2016/12/04 17:58:11, 21.0, 20.0, 12
2016/12/04 18:03:12, 21.0, 20.0, 12
2016/12/04 18:08:17, 21.0, 20.0, 12
2016/12/04 18:13:21, 21.0, 20.0, 12
2016/12/04 18:18:22, 21.0, 20.0, 12
2016/12/04 18:23:22, 21.0, 20.0, 12
2016/12/04 18:28:27, 21.0, 20.0, 12
2016/12/04 18:33:27, 21.0, 20.0, 12
2016/12/04 18:38:27, 21.0, 20.0, 12
2016/12/04 18:43:27, 21.0, 20.0, 12
2016/12/04 18:48:32, 21.0, 20.0, 12
2016/12/04 18:53:32, 21.0, 20.0, 12
2016/12/04 18:58:32, 21.0, 20.0, 12
2016/12/04 19:03:32, 21.0, 20.0, 12
2016/12/04 19:08:32, 21.0, 20.0, 12
2016/12/04 19:13:32, 21.0, 20.0, 12
2016/12/04 19:18:32, 21.0, 20.0, 12
2016/12/04 19:23:32, 21.0, 20.0, 12
2016/12/04 19:28:32, 21.0, 20.0, 12
2016/12/04 19:33:32, 21.0, 20.0, 12
2016/12/04 19:38:32, 21.0, 20.0, 12
2016/12/04 19:43:32, 21.0, 20.0, 12
2016/12/04 19:48:37, 21.0, 20.0, 12
2016/12/04 19:53:37, 21.0, 20.0, 12
2016/12/04 19:58:37, 21.0, 20.0, 12
2016/12/04 20:03:37, 21.0, 20.0, 12
2016/12/04 20:08:42, 21.0, 20.0, 12
2016/12/04 20:13:42, 21.0, 20.0, 12
2016/12/04 20:18:47, 21.0, 20.0, 12
2016/12/04 20:23:47, 21.0, 20.0, 12
2016/12/04 20:28:52, 21.0, 20.0, 12
2016/12/04 20:33:52, 21.0, 20.0, 12
2016/12/04 20:38:52, 21.0, 20.0, 12
2016/12/04 20:43:57, 21.0, 20.0, 12
2016/12/04 20:48:57, 21.0, 20.0, 12
2016/12/04 20:53:57, 21.0, 20.0, 12
2016/12/04 20:58:57, 21.0, 20.0, 12
2016/12/04 21:03:57, 21.0, 20.0, 12
2016/12/04 21:08:57, 21.0, 20.0, 12
2016/12/04 21:13:58, 21.0, 20.0, 12
2016/12/04 21:18:58, 21.0, 20.0, 12
2016/12/04 21:23:58, 21.0, 20.0, 12
2016/12/04 21:29:03, 21.0, 20.0, 12
2016/12/04 21:34:08, 21.0, 20.0, 12
2016/12/04 21:39:13, 21.0, 20.0, 12
2016/12/04 21:44:13, 21.0, 20.0, 12
2016/12/04 21:49:18, 21.0, 20.0, 12
2016/12/04 21:54:18, 21.0, 20.0, 12
2016/12/04 21:59:19, 21.0, 20.0, 12
2016/12/04 22:04:19, 21.0, 20.0, 12
2016/12/04 22:09:19, 21.0, 20.0, 12
2016/12/04 22:14:24, 21.0, 20.0, 12
2016/12/04 22:19:24, 21.0, 20.0, 12
2016/12/04 22:24:24, 21.0, 20.0, 12
2016/12/04 22:29:24, 21.0, 20.0, 12
2016/12/04 22:34:24, 21.0, 20.0, 12
2016/12/04 22:39:24, 21.0, 20.0, 12
2016/12/04 22:44:24, 21.0, 20.0, 12
2016/12/04 22:49:29, 21.0, 20.0, 12
2016/12/04 22:54:29, 21.0, 20.0, 12
2016/12/04 22:59:29, 21.0, 20.0, 12
2016/12/04 23:04:29, 19.0, 20.0, 10
2016/12/04 23:09:29, 19.0, 20.0, 10
2016/12/04 23:14:34, 19.0, 20.0, 10
2016/12/04 23:19:39, 19.0, 20.0, 10
2016/12/04 23:24:44, 19.0, 20.0, 10
2016/12/04 23:29:44, 19.0, 20.0, 10
2016/12/04 23:34:49, 19.0, 20.0, 10
2016/12/04 23:39:49, 19.0, 20.0, 10
2016/12/04 23:44:49, 19.0, 20.0, 10
2016/12/04 23:49:49, 19.0, 20.0, 10
2016/12/04 23:54:49, 19.0, 20.0, 10
2016/12/04 23:59:49, 19.0, 20.0, 10
2016/12/05 00:04:49, 19.0, 20.0, 10
2016/12/05 00:09:49, 19.0, 20.0, 10
2016/12/05 00:14:49, 19.0, 20.0, 10
2016/12/05 00:19:54, 19.0, 20.0, 10
2016/12/05 00:24:55, 19.0, 20.0, 10
2016/12/05 00:29:55, 19.0, 20.0, 10
2016/12/05 00:34:55, 19.0, 20.0, 10
2016/12/05 00:39:55, 19.0, 20.0, 10
2016/12/05 00:44:55, 19.0, 20.0, 10
2016/12/05 00:49:55, 19.0, 20.0, 10
2016/12/05 00:54:55, 19.0, 20.0, 10
2016/12/05 01:00:00, 19.0, 20.0, 10
2016/12/05 01:05:00, 19.0, 20.0, 10
2016/12/05 01:10:00, 19.0, 20.0, 10
2016/12/05 01:15:00, 19.0, 20.0, 10
2016/12/05 01:20:00, 19.0, 20.0, 10
2016/12/05 01:25:00, 19.0, 20.0, 10
2016/12/05 01:30:00, 19.0, 20.0, 10
2016/12/05 01:35:00, 19.0, 20.0, 10
2016/12/05 01:40:00, 19.0, 20.0, 10
2016/12/05 01:45:00, 19.0, 20.0, 10
2016/12/05 01:50:00, 19.0, 20.0, 10
2016/12/05 01:55:00, 19.0, 20.0, 10
2016/12/05 02:00:00, 19.0, 20.0, 10
2016/12/05 02:05:00, 19.0, 20.0, 10
2016/12/05 02:10:00, 19.0, 20.0, 10
2016/12/05 02:15:00, 19.0, 20.0, 10
2016/12/05 02:20:00, 19.0, 20.0, 10
2016/12/05 02:25:00, 19.0, 20.0, 10
2016/12/05 02:30:05, 19.0, 20.0, 10
2016/12/05 02:35:05, 19.0, 20.0, 10
2016/12/05 02:40:05, 19.0, 20.0, 10
2016/12/05 02:45:06, 19.0, 20.0, 10
2016/12/05 02:50:06, 19.0, 20.0, 10
2016/12/05 02:55:06, 19.0, 20.0, 10
2016/12/05 03:00:06, 19.0, 20.0, 10
2016/12/05 03:05:06, 19.0, 20.0, 10
2016/12/05 03:10:06, 19.0, 20.0, 10
2016/12/05 03:15:11, 19.0, 20.0, 10
2016/12/05 03:20:11, 19.0, 20.0, 10
2016/12/05 03:25:16, 19.0, 20.0, 10
2016/12/05 03:30:21, 19.0, 20.0, 10
2016/12/05 03:35:21, 19.0, 20.0, 10
2016/12/05 03:40:21, 19.0, 20.0, 10
2016/12/05 03:45:21, 19.0, 20.0, 10
2016/12/05 03:50:26, 19.0, 20.0, 10
2016/12/05 03:55:26, 19.0, 20.0, 10
2016/12/05 04:00:31, 19.0, 20.0, 10
2016/12/05 04:05:31, 19.0, 20.0, 10
2016/12/05 04:10:36, 19.0, 20.0, 10
2016/12/05 04:15:36, 19.0, 20.0, 10
2016/12/05 04:20:36, 19.0, 20.0, 10
2016/12/05 04:25:36, 19.0, 20.0, 10
2016/12/05 04:30:36, 19.0, 20.0, 10
2016/12/05 04:35:36, 19.0, 20.0, 10
2016/12/05 04:40:36, 19.0, 20.0, 10
2016/12/05 04:45:36, 19.0, 20.0, 10
2016/12/05 04:50:36, 19.0, 20.0, 10
2016/12/05 04:55:36, 19.0, 20.0, 10
2016/12/05 05:00:36, 19.0, 20.0, 10
2016/12/05 05:05:41, 19.0, 20.0, 10
2016/12/05 05:10:41, 19.0, 20.0, 10
2016/12/05 05:15:41, 19.0, 20.0, 10
2016/12/05 05:20:46, 19.0, 20.0, 10
